Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,id,likes
New Dorp Beach,40.56425549307335,-74.10432707469124,DiSara,40.562948999999996,-74.102795,Italian Restaurant,4d93fbaf8deb8cfa1ec436c0,3
Maspeth,40.725427374093606,-73.89621713626859,CVS pharmacy,40.72716120053256,-73.89275014400482,Pharmacy,4d8b9d050c4e41bde055667f,17
Eltingville,40.542230747450745,-74.1643308041936,Sal's And Lloyd's Pizza,40.543881,-74.16520200000001,Pizza Place,4dbed2500437955ec06e40a0,2
Rugby,40.655572313280764,-73.92688212616955,Subway,40.65223280787367,-73.92905927116396,Sandwich Place,4be6247a9026ef3bcbcf0a38,2
New Lots,40.6627442796966,-73.88511776379292,MTA Bus - B15 Bus Stop,40.66627779751987,-73.8838968633744,Bus Station,4c7d76e58da18cfa01789fce,2
East Village,40.727846777270244,-73.98222616506416,Westville East,40.7284276229589,-73.98189363635092,American Restaurant,4758483af964a520cc4c1fe3,316
Marble Hill,40.87655077879964,-73.91065965862981,Blink Fitness,40.877271495944626,-73.90559491338075,Gym,55f751ca498eacc0307d1cfe,32
Homecrest,40.598525095137255,-73.95918459428702,Subway,40.596282,-73.961507,Sandwich Place,56228cdd498e3dc5e84fcd15,0
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Rocco Pizza III,40.6828787727279,-73.94075667876076,Pizza Place,4ecc3ea22c5b26aab86608f8,12
Bedford Park,40.870185164975325,-73.8855121841913,SUBWAY,40.867227,-73.88412199999999,Sandwich Place,4dd0477a8877851244255244,3
Hudson Yards,40.75665808227519,-74.00011136202637,Oslo Coffee Roasters,40.760512,-73.998985,Coffee Shop,5c683caaf96b2c00397a8609,10
Annadale,40.53811417474507,-74.17854866165878,Trio pizzeria,40.541478,-74.178428,Pizza Place,4ce9b5ffbaa6a1cd1d59356c,1
Mount Hope,40.84884160724665,-73.90829930881988,T-Mobile,40.847518,-73.908626,Mobile Phone Shop,4c9b7d77eaa5a1439463d5e4,0
Ozone Park,40.680708468265415,-73.84320266173447,Walgreens,40.680106,-73.842245,Pharmacy,5c9f255b838e59002c90d964,0
Gravesend,40.59526001306593,-73.97347087708445,Papa John's Pizza,40.596748555126595,-73.97705042270184,Pizza Place,511d482fe4b05556318cae27,1
Lincoln Square,40.77352888942166,-73.98533777001262,Damrosch Park,40.77217703584033,-73.98508910271165,Park,4b8ef0c3f964a520fd3f33e3,91
Greenwich Village,40.72693288536128,-73.99991402945902,Tomoe Sushi,40.727743080016886,-74.0002670334584,Sushi Restaurant,3fd66200f964a5200eea1ee3,546
New Dorp,40.57257231820632,-74.1164794360638,Brioso,40.57305217331347,-74.1147890387532,Italian Restaurant,4be61580d4f7c9b6fe662620,22
Arverne,40.58914394372971,-73.79199233136943,Boardwalk Pizza,40.59068874773115,-73.79716148096921,Pizza Place,516d9799e4b04a6c2cec40f0,18
Ditmas Park,40.643675183340974,-73.96101312466779,Island Express,40.647084,-73.958276,Caribbean Restaurant,57597fd8498e2922f0ff1b22,28
Castleton Corners,40.61333593766742,-74.11918058534842,TD Bank,40.61269928552784,-74.12422070152161,Bank,4b60ad00f964a52084f329e3,10
Concourse Village,40.824780490842905,-73.91584652759009,Bx 41 Bus Stop,40.82398891644905,-73.91412376026875,Bus Station,4e50fedad22daf51d28b3486,0
Central Harlem,40.81597606742414,-73.94321112603905,The Edge Harlem,40.819691575695686,-73.94607292237941,American Restaurant,541c683e498ef421d4e16eb3,197
Astoria Heights,40.7703173929982,-73.89467996270574,Antonio's Kitchen,40.76815378448427,-73.89468417375875,Italian Restaurant,4f048814f9ab88b0c268dda3,15
Fordham,40.86099679638654,-73.89642655981623,Chase Bank,40.862385050287266,-73.8954977042874,Bank,4fb533867beb65c72e11e46b,1
Central Harlem,40.81597606742414,-73.94321112603905,Lt Joseph P Kennedy Jr Community Center Gym,40.81260785559189,-73.93969908127347,Gym,4d042ad28620224ba18ca740,13
Fordham,40.86099679638654,-73.89642655981623,Lucille Roberts,40.8621123,-73.8998182,Gym,4d94c27b0d7ed7cea8ddfb46,14
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Bravi Ragazzi,40.685203,-73.938775,Pizza Place,58bad1af45c3ed4ca99f97f9,21
East Elmhurst,40.76407323883091,-73.86704147658772,Starbucks,40.76850483755989,-73.86790170363254,Coffee Shop,4c951ab494a0236a10159312,1
Hamilton Heights,40.823604284811935,-73.94968791883366,Fumo,40.821411987945496,-73.95049884872275,Italian Restaurant,56d8e01d498ef1500ae7fbfe,107
Ozone Park,40.680708468265415,-73.84320266173447,CVS pharmacy,40.6811774237265,-73.84173040910325,Pharmacy,4c2635c6a852c928732be66c,7
Pomonok,40.73493618075478,-73.80486120040537,Electric Playground,40.735492391235745,-73.8070155458945,Playground,4f982e96e4b022df5dfbb1e9,3
Rego Park,40.72897409480735,-73.8578268690537,Fruit Ranch,40.72664512369095,-73.85344044925777,Grocery Store,4ac8c240f964a5207bbc20e3,7
Red Hook,40.676253230250886,-74.0127589747356,Court Street Grocers Hero Shop,40.678517091762714,-74.01319327325024,Sandwich Place,51e5766c454ace0791feee38,36
Forest Hills Gardens,40.7146110815117,-73.8410221123401,Dunkin',40.71789931906625,-73.84012102627896,Donut Shop,54bd13e4498e9ede49ec2e69,12
Belmont,40.85727710073895,-73.88845196134804,Enzo's,40.854354554251444,-73.88864359312625,Italian Restaurant,4b5514c4f964a5207cda27e3,44
Central Harlem,40.81597606742414,-73.94321112603905,Pizza Stop,40.815080098326085,-73.94004044021452,Pizza Place,4e52a4b988775123c0ebc126,16
Woodrow,40.541967622888755,-74.20524582480326,Pio Bagels,40.54272732228762,-74.20682013542655,Bagel Shop,4c63deb2fa7bc928058b1127,2
Belmont,40.85727710073895,-73.88845196134804,Pugsley Pizza,40.8588177574385,-73.88480770171738,Pizza Place,4b2a6ba8f964a520d9a824e3,58
Utopia,40.73350025429757,-73.79671678028349,Fu Long Deli & Grocery,40.73293437109286,-73.79453762618024,Deli / Bodega,4bc75f7c2f94d13a77cc117f,2
Kingsbridge,40.88168737120521,-73.90281798724604,El Malecon,40.87933806746814,-73.90445707056641,Caribbean Restaurant,4bd8e98811dcc928f865f833,62
Upper East Side,40.775638573301805,-73.96050763135,Sant Ambroeus,40.77532770471081,-73.96281878358091,Italian Restaurant,4a22d7f9f964a520977d1fe3,320
New Dorp Beach,40.56425549307335,-74.10432707469124,Harvest Cafe,40.565888,-74.101095,Diner,4e283f8bb0fba988bb69a49a,6
Prospect Heights,40.676822262254724,-73.9648592426269,The Islands,40.67703587674722,-73.96356321538423,Caribbean Restaurant,5a4d750e3fcee83d3f3ce36c,60
Rego Park,40.72897409480735,-73.8578268690537,Tasty & Co,40.72933398688946,-73.86295628417427,Chinese Restaurant,4edac00e0aaf49e02a0e2f73,14
Upper East Side,40.775638573301805,-73.96050763135,Bottle & Soul,40.77651844515788,-73.95777813061173,Wine Shop,4bf5ab5c4d5f20a1b9e297fe,15
Concourse Village,40.824780490842905,-73.91584652759009,Chipotle Mexican Grill,40.8258905,-73.9195343,Mexican Restaurant,58d3f7f79435a92450b97b0d,3
Great Kills,40.549480228713605,-74.14932381490992,La Iguana Azul,40.551041999999995,-74.150468,Mexican Restaurant,50b67aa1e4b060c7924d8e98,4
Grasmere,40.59826835959991,-74.0766743627905,Shop And Save Superette,40.598264,-74.081779,Deli / Bodega,4e42af4788771919396ba833,1
Kingsbridge,40.88168737120521,-73.90281798724604,Estrellita Poblana V,40.879687039717524,-73.906256832975,Mexican Restaurant,5217dd2811d2d06ccafb77d3,24
Mount Eden,40.84382617671654,-73.91655551964419,Rite Aid,40.841898,-73.911928,Pharmacy,4be84ea0d837c9b61829a506,2
New Lots,40.6627442796966,-73.88511776379292,Lee Chinese Restaraunt,40.660728454589844,-73.88493347167969,Chinese Restaurant,5090507fe4b095c5d7dab120,0
Claremont Village,40.83142834161548,-73.90119903387667,Sing Sing Kitchen,40.830332868289354,-73.90140086637322,Chinese Restaurant,4c2bc4c8b34ad13a9c50eace,0
West Village,40.73443393572434,-74.00617998126812,Oslo Coffee Roasters,40.733862641620995,-74.0055236533668,Coffee Shop,5b8c24546dcf04002c9c673c,26
Williamsburg,40.70714439344251,-73.95811529220927,Subway,40.7072481,-73.9619736,Sandwich Place,4d3312b88c42a1cd45a5ee5d,0
Windsor Terrace,40.65694583575104,-73.98007340430172,Seeley Park,40.65342028198995,-73.97781831525518,Park,51f4252a498ebf4122f42ee7,6
Tudor City,40.746917410740195,-73.97121928722265,Pleroma,40.74928723650227,-73.97275703380559,Deli / Bodega,5b55d92bb5cb76002c7a013c,9
Rego Park,40.72897409480735,-73.8578268690537,Baskin-Robbins,40.730005398129144,-73.86296551111617,Ice Cream Shop,4f91bdaa7beb818efa8846ea,1
Manhattanville,40.8169344294978,-73.9573853935188,Baskin-Robbins,40.813766485473444,-73.95632703209479,Ice Cream Shop,4e4e4526bd4101d0d7a6774c,1
Eltingville,40.542230747450745,-74.1643308041936,YMCA,40.54245303385158,-74.16304289619244,Gym,4b40ab2cf964a520b9b925e3,32
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Herbert Von King Park,40.68951409686509,-73.9465069770813,Park,4bbb7f95e45295219ac354a4,53
Grasmere,40.59826835959991,-74.0766743627905,Pauls pizza and pasta,40.59824752807617,-74.07231903076172,Pizza Place,4d6eae912427224ba1fed04d,0
Maspeth,40.725427374093606,-73.89621713626859,Whitefish Triangle Park,40.7265168428421,-73.9017516374588,Park,4c202464bd9d95211567983f,0
Queensboro Hill,40.7445723092867,-73.82580915110559,Yeh's Bakery 紅葉,40.74571425282124,-73.8259117918444,Bakery,4b65cec8f964a520fe002be3,35
St. Albans,40.69444538522359,-73.75867603727717,Panda Chinese Restaurant,40.693559321613336,-73.7555283081094,Chinese Restaurant,4e4e3d94bd4101d0d7a5b3ee,0
Annadale,40.53811417474507,-74.17854866165878,Mangia! Healthy Kitchen,40.541178,-74.17825,American Restaurant,55512ec2498ee3c3e6154d73,1
Bedford Stuyvesant,40.687231607720456,-73.94178488690297,Bed-Vyne Wine & Spirits,40.68466774354961,-73.94436315673876,Wine Shop,4e9dece66da163facd9153d9,58
Bedford Park,40.870185164975325,-73.8855121841913,Wai Kang Kitchen Chinese Food,40.8726151696897,-73.88842540381232,Chinese Restaurant,4d081644e554721e5423c0f8,2
Rosebank,40.61530494652761,-74.06980526716141,Baskin-Robbins,40.61534053110789,-74.06655349092618,Ice Cream Shop,4bd09a3d77b29c7452168b82,2
Belmont,40.85727710073895,-73.88845196134804,Full Moon Pizzeria,40.855505712207126,-73.88755698445503,Pizza Place,4aee1220f964a520ced121e3,121
Central Harlem,40.81597606742414,-73.94321112603905,Chase Bank,40.816383216192484,-73.94700184464455,Bank,4fb533887beb65c72e11e697,2
Gravesend,40.59526001306593,-73.97347087708445,Sam's Deli,40.596784,-73.973562,Deli / Bodega,4d1ac055eab1224bb2eacce2,0
Borough Park,40.633130512758015,-73.99049823044811,Chase Bank,40.635845,-73.991701,Bank,4c095866009a0f47029ce7bf,4
New Lots,40.6627442796966,-73.88511776379292,Caterina Pizza,40.66638294169508,-73.88333574100211,Pizza Place,4ced8066dab3a09086f68fc0,7
Hamilton Heights,40.823604284811935,-73.94968791883366,Nadal's Deli,40.821389463727066,-73.95446616668374,Sandwich Place,4b6617f7f964a5204d132be3,35
Bedford Park,40.870185164975325,-73.8855121841913,Bedford Pizza,40.867731972856994,-73.88408353719713,Pizza Place,53ab09df498e91a454e6d3a5,0
Prospect Heights,40.676822262254724,-73.9648592426269,Sit & Wonder,40.67735699650139,-73.96386086940765,Coffee Shop,4a2407e6f964a520ef7d1fe3,113
Midtown,40.75469110270623,-73.98166882730304,Blue Bottle Coffee,40.753027,-73.98414,Coffee Shop,54566365498e4fb5ed4fe987,736
Sheepshead Bay,40.58689012678384,-73.94318640482979,Roll N Roaster,40.584143455001524,-73.93955540497697,Sandwich Place,4606214ef964a520c6441fe3,171
Longwood,40.81509904545822,-73.8957882009446,MATECAÑA,40.81684494018555,-73.9010009765625,Deli / Bodega,5367ce7b498e406231dd94c6,0
Fordham,40.86099679638654,-73.89642655981623,Subway,40.860730521039756,-73.8975280415516,Sandwich Place,4d9b7ad0cbc96ea840beec25,2
Ditmas Park,40.643675183340974,-73.96101312466779,Cortelyou Market by Key Food,40.64167118261627,-73.9632217280528,Grocery Store,4b70a3e1f964a520fd262de3,7
Concourse Village,40.824780490842905,-73.91584652759009,SUBWAY,40.82563400268555,-73.91966247558594,Sandwich Place,4bec31ceb3352d7fe45d57d2,0
Manhattan Valley,40.797307041702865,-73.96428617740655,Peaky Barista,40.798568,-73.968577,Coffee Shop,5d864371ebc5f80008c24794,5
New Lots,40.6627442796966,-73.88511776379292,Junior's,40.66290507068286,-73.89050881283734,Grocery Store,4d113a45c5556dcbf691c790,3
Red Hook,40.676253230250886,-74.0127589747356,Ample Hills Creamery,40.67495916123112,-74.01552619336123,Ice Cream Shop,5b3d0433ccad6b00387d9c79,83
Ozone Park,40.680708468265415,-73.84320266173447,SUBWAY,40.68141193058057,-73.84696191748456,Sandwich Place,4cfc0ec5d8468cfae737f86b,4
Morris Park,40.847549063536334,-73.85040178030421,Dunkin',40.84933954649106,-73.85304726792198,Donut Shop,4ba61afcf964a520f03339e3,19
Hamilton Heights,40.823604284811935,-73.94968791883366,Wat’s On Your Plate,40.82563202528236,-73.94849438992527,Caribbean Restaurant,4eb32c34e5fa17fc85cc483f,25
Gravesend,40.59526001306593,-73.97347087708445,Joe's of Avenue U,40.596970812269824,-73.9736772701698,Italian Restaurant,4ad8c329f964a520731421e3,35
Parkchester,40.837937822267286,-73.85600310535783,Sabor Latino Seafood Restaurant,40.83636550185743,-73.85303360278897,Chinese Restaurant,4b89b62df964a520ff4c32e3,5
Belmont,40.85727710073895,-73.88845196134804,Pete's Cafe,40.85872432295452,-73.88610473691408,Diner,4b10939ff964a520267323e3,10
East Village,40.727846777270244,-73.98222616506416,Mikey Likes It Ice Cream,40.729283,-73.981228,Ice Cream Shop,537803a0498ef1607aafd28b,240
Rego Park,40.72897409480735,-73.8578268690537,Fu Ying Chinese Restaurant,40.72984687158281,-73.8609542558891,Chinese Restaurant,4c8aa1b63dc2a1cd0ca9ae32,8
Ditmas Park,40.643675183340974,-73.96101312466779,SUBWAY,40.643754,-73.958119,Sandwich Place,4deeb5b51f6e6d35416ff1f9,2
Great Kills,40.549480228713605,-74.14932381490992,CVS pharmacy,40.54964030713777,-74.15218023493915,Pharmacy,4bcf99b441b9ef3b5ad2f8e5,10
Homecrest,40.598525095137255,-73.95918459428702,Capital One Bank,40.599143,-73.955723,Bank,4d201dcdc03c5941ac2148cc,0
New Lots,40.6627442796966,-73.88511776379292,City Fresh Market,40.65945816040039,-73.88428497314453,Grocery Store,5c92e324fd16bb002c495261,0
Hunts Point,40.80972987938709,-73.88331505955291,Chase Bank,40.810907,-73.883265,Bank,4cd0626c2fd9b60c3b0c81eb,0
Greenridge,40.555295236173194,-74.17079414786092,Pronto Pizza,40.55848861442931,-74.16919151896585,Pizza Place,4c15013882a3c9b65c0dfef8,3
Williamsburg,40.70714439344251,-73.95811529220927,Dough Vale,40.709306,-73.954056,Italian Restaurant,5cdf51a01f74400039a39cdf,12
Middle Village,40.716414511158185,-73.88114319200604,Baskin-Robbins,40.713260650634766,-73.8770751953125,Ice Cream Shop,4f91bda77beb818efa884587,0
Prospect Lefferts Gardens,40.658420017469815,-73.95489867077713,Salem's Hour,40.66064409489931,-73.95064813148792,Café,58028f8cd67c0471adf82c7e,21
New Dorp,40.57257231820632,-74.1164794360638,Crown Palace,40.572839920244384,-74.11430191648847,Chinese Restaurant,4c14210c7f7f2d7fae69e068,9
Concourse Village,40.824780490842905,-73.91584652759009,The Corner Store,40.823700818620296,-73.9142106075376,Deli / Bodega,4e5066131495fc2ca40dec52,1
East Village,40.727846777270244,-73.98222616506416,Ninth Street Espresso,40.72707176407598,-73.98010700941086,Coffee Shop,49d36ca4f964a520f75b1fe3,141
Morris Park,40.847549063536334,-73.85040178030421,Emilio's Pizza,40.848934633803005,-73.85457970598979,Pizza Place,4b2035e6f964a520bc2e24e3,43
Belmont,40.85727710073895,-73.88845196134804,Zero Otto Nove,40.85471353015844,-73.88838751470229,Pizza Place,4aabd3e6f964a5204a5a20e3,89
South Ozone Park,40.66854957767195,-73.80986478649041,The Great American Grill Bar,40.66584667040741,-73.8062304873794,Bar,4d8d4ab83bfef04d073d7e86,1
Pomonok,40.73493618075478,-73.80486120040537,Fillmore's Tavern,40.73655169484346,-73.80280137227783,Bar,4c1fde22eac020a1f4bd4bc2,41
Borough Park,40.633130512758015,-73.99049823044811,1982 Coffee Roasters,40.631909,-73.994964,Coffee Shop,55ef5340498eb1fd97754344,12
Parkchester,40.837937822267286,-73.85600310535783,Jerry's Pizza,40.83587881991851,-73.8556310850081,Pizza Place,4c9eb295ca44236a2aac2d99,10
Woodrow,40.541967622888755,-74.20524582480326,Sunset Pizzeria,40.542778000000006,-74.20780699999999,Pizza Place,4c3f96a2cc410f47af69a861,2
Homecrest,40.598525095137255,-73.95918459428702,Chase Bank,40.5989394,-73.9537453,Bank,4b69d1e5f964a52038b62be3,6
Manhattanville,40.8169344294978,-73.9573853935188,Kuro Kuma,40.81389238492917,-73.96002657140916,Coffee Shop,4fef2f45e4b0562c835d6b7c,52
Windsor Terrace,40.65694583575104,-73.98007340430172,Thomas J. Cuite Park,40.6543385013301,-73.97875591953687,Park,4bdcb78b3904a593486d4f9e,6
Lighthouse Hill,40.57650629379489,-74.13792663771568,Casa verde,40.573267,-74.136584,Italian Restaurant,5079ccdce4b065f1dd8155ad,8
Bensonhurst,40.61100890202044,-73.99517998380729,Il Fornaretto Bakery,40.613940136924604,-73.99935895452214,Bakery,4b972c7cf964a52008fb34e3,9
Eltingville,40.542230747450745,-74.1643308041936,The Richmond Diner,40.541751096792815,-74.16302641268145,Diner,4d2cb8b7679e6dcb7b76a895,6
West Village,40.73443393572434,-74.00617998126812,I Sodi,40.733347779050895,-74.00494719308303,Italian Restaurant,49bd2326f964a5204d541fe3,263
Mount Eden,40.84382617671654,-73.91655551964419,Fine Fare Supermarket,40.84606066933297,-73.91772345348363,Grocery Store,4d139e019844b60c0f3ec4d4,0
Prospect Heights,40.676822262254724,-73.9648592426269,Ogliastro Pizza Bar,40.67442512423628,-73.96314365870649,Pizza Place,53dee1c1498e413b470391f6,47
Forest Hills Gardens,40.7146110815117,-73.8410221123401,Rite Aid,40.718438,-73.838177,Pharmacy,4b6c92d1f964a52014442ce3,8
Prospect Lefferts Gardens,40.658420017469815,-73.95489867077713,Culpepper's,40.660418732401496,-73.95255326575268,Caribbean Restaurant,4bd3475c046076b084a97571,20
Rosebank,40.61530494652761,-74.06980526716141,Bagels By The Bay,40.61318854412634,-74.06546253446491,Bagel Shop,4bed4bdd9868a593ed245d46,7
West Village,40.73443393572434,-74.00617998126812,L'Artusi,40.733887817554255,-74.00511448337453,Italian Restaurant,4a27289cf964a52062911fe3,448
West Village,40.73443393572434,-74.00617998126812,Decoy,40.734181587313365,-74.00646239519119,Chinese Restaurant,526eeb54498e9674b5d9034a,336
Woodrow,40.541967622888755,-74.20524582480326,QDOBA Mexican Eats,40.542108,-74.207452,Mexican Restaurant,58ca4ef615fb435cb5b8b9d0,2
Windsor Terrace,40.65694583575104,-73.98007340430172,Windsor Farms Market,40.65672921765033,-73.97758629002944,Grocery Store,55aab7d6498e24734d3095dd,20
Rego Park,40.72897409480735,-73.8578268690537,Paris Baguette,40.73013621565319,-73.86157994325103,Bakery,58a223ad01f07763d106022f,15
Tudor City,40.746917410740195,-73.97121928722265,Sushi Ryusei,40.748354,-73.97520300000001,Sushi Restaurant,5b88b22f16ef67002ce49afe,25
Homecrest,40.598525095137255,-73.95918459428702,TD Bank,40.59871668530529,-73.95525165282834,Bank,4c49c9469e3e2d7f66fc3f49,3
Belmont,40.85727710073895,-73.88845196134804,Antonio's Trattoria,40.854082862115455,-73.88661644989108,Italian Restaurant,4af0fa29f964a52060e021e3,47
Bushwick,40.69811611017901,-73.92525797487045,Brooklyn Kava,40.70039841380254,-73.92551762093899,Coffee Shop,56b8c8aa498e095e6ff4b065,46
Rego Park,40.72897409480735,-73.8578268690537,Tower Diner,40.72761060121135,-73.8548801452468,Diner,4ae342acf964a5207e9221e3,86
West Village,40.73443393572434,-74.00617998126812,Anton's,40.735694,-74.00579,Italian Restaurant,4f324b8b19836c91c7c99bf0,17
West Farms,40.83947505672653,-73.87774474910545,Prospect Coffee Shop,40.83757698149015,-73.88083923833605,Coffee Shop,4baa3cfff964a52081563ae3,0
Howard Beach,40.65422527738487,-73.8381376460028,Carvel Ice Cream,40.65211980363723,-73.83843735297202,Ice Cream Shop,4b6e1dabf964a520a3ab2ce3,9
Upper East Side,40.775638573301805,-73.96050763135,Lady M Cake Boutique,40.7756192,-73.9621861,Bakery,4ae37940f964a520869521e3,406
Central Harlem,40.81597606742414,-73.94321112603905,Belle Harlem,40.81689,-73.94268,American Restaurant,57f9286fcd10f93045e82291,18
Melrose,40.819754370594936,-73.90942160757436,Subway,40.820287044301864,-73.91275633510156,Sandwich Place,4c3494f23896e21e57bfeb90,0
Melrose,40.819754370594936,-73.90942160757436,Subway,40.823119,-73.910767,Sandwich Place,4e4ce4d1bd413c4cc66d0562,1
Woodrow,40.541967622888755,-74.20524582480326,Starbucks,40.54215338058496,-74.2070673400222,Coffee Shop,58276af2abffa17aebea675d,12
Bellerose,40.72857318176675,-73.72012814826903,Dunkin',40.72506533877906,-73.72286748159729,Donut Shop,4bede2542c082d7fbbab2f42,13
South Ozone Park,40.66854957767195,-73.80986478649041,Back Streets Park (Officer Edward Byrn Park),40.66784601144057,-73.80645260182763,Park,4e05f3e0483b98d41706b4f6,0
Upper East Side,40.775638573301805,-73.96050763135,Sushi Noz,40.773786,-73.958118,Sushi Restaurant,5a8c6e6fb6b04b2d4e648ccb,23
Bedford Park,40.870185164975325,-73.8855121841913,National Restaurant & Coffee,40.87300715055455,-73.88908200028848,Diner,4b78a508f964a520b4db2ee3,17
Marble Hill,40.87655077879964,-73.91065965862981,Tibbett Diner,40.8804044222466,-73.90893738006402,Diner,4b79cc46f964a520c5122fe3,47
Eltingville,40.542230747450745,-74.1643308041936,Uncle Louie G's Italian Ices & Ice Cream,40.54420471191406,-74.16497039794922,Ice Cream Shop,4fc95fa4e4b0046ffa7fb9e1,0
Wakefield,40.89470517661,-73.84720052054902,Cooler Runnings Jamaican Restaurant,40.898083,-73.850259,Caribbean Restaurant,508af256e4b0578944c87392,7
Bushwick,40.69811611017901,-73.92525797487045,Carmenta’s,40.701320324636875,-73.92678265951356,Italian Restaurant,5a98aed16a59506d7a60d67c,62
Bellerose,40.72857318176675,-73.72012814826903,Hi-Class Pizza,40.725229290112445,-73.72155835335496,Pizza Place,4baf9568f964a5201c0d3ce3,8
Queensboro Hill,40.7445723092867,-73.82580915110559,Lake Pavilion Restaurant,40.74262183933804,-73.82497019158409,Chinese Restaurant,4f844c6fe4b0059705cb042c,119
Hudson Yards,40.75665808227519,-74.00011136202637,Pier 61,40.759418978986595,-74.00337295179452,Park,4ba518b0f964a520aadc38e3,3
West Farms,40.83947505672653,-73.87774474910545,MTA Bus - BxM10 Express at Morris Park Avenue & East 180th Street (First / Last Stop in Bronx),40.841029342464466,-73.87284894936218,Bus Station,4f3cdeaaa17c8a4ed1dc1303,0
Midtown,40.75469110270623,-73.98166882730304,Upper Terrace - Bryant Park,40.75351532515499,-73.98313522338867,Park,4e5fdef6b3ad629a3a2b54c0,14
Morris Park,40.847549063536334,-73.85040178030421,Enricos Pastry Shop,40.84901111344497,-73.85430399451602,Bakery,4f3218fd19836c91c7b59476,4
Prospect Heights,40.676822262254724,-73.9648592426269,Ample Hills Creamery,40.678546994225385,-73.9684545270517,Ice Cream Shop,4dc16497d16455f8322791bb,588
Hudson Yards,40.75665808227519,-74.00011136202637,Odyssey Wine & Spirits,40.75691333878634,-73.99756465578261,Wine Shop,4eea70afaa1f7c781131129c,11
Randall Manor,40.63563000681151,-74.09805062373887,I.S 61,40.634163816916335,-74.09814996517714,Playground,4bd18ab8046076b02cf17171,2
Melrose,40.819754370594936,-73.90942160757436,Pizza Hut,40.816248,-73.910317,Pizza Place,51748ddce4b01c0ba7cc5d01,4
Bushwick,40.69811611017901,-73.92525797487045,El Kucho,40.70066882510277,-73.92564108956802,Mexican Restaurant,54a5a765498e6b7e2ce128c8,40
Hunts Point,40.80972987938709,-73.88331505955291,City Produce (Gristedes Supermarkets Warehouse),40.808241,-73.881128,Grocery Store,4c972e13f7cfa1cda314cc15,0
Concourse Village,40.824780490842905,-73.91584652759009,Subway,40.823119,-73.910767,Sandwich Place,4e4ce4d1bd413c4cc66d0562,1
Rego Park,40.72897409480735,-73.8578268690537,Rego Bagels,40.72960265150517,-73.86263640477898,Bagel Shop,4f10acbae4b0804e898373cb,20
Edgemere,40.595641807368494,-73.77613282391705,Baskin-Robbins,40.595123291015625,-73.78022766113281,Ice Cream Shop,4f91bda47beb818efa884351,1
Howard Beach,40.65422527738487,-73.8381376460028,Old Country Bagel,40.65348394757553,-73.83857560968974,Bagel Shop,4bcdc0b8cc8cd13aa505c3cf,20
